context,target,generated,bleu-2,rouge-l,extrema,ppl,target_strategy,pred_strategy
"User: I got a job offer today, I'm very proud of myself!
Assistant: That sounds wonderful - is it the sort of job you were really looking for?
User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: "," Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. ", I am sure you will find the job opportunity you want. ,0.9247972772454902,11.428570997551038,90.673828125,-,[Providing Suggestions],[Affirmation and Reassurance]
"User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. 
User: I will try that! Okay, thank you so much for your advice. I'm going to log off now. This has been very helpful.
Assistant: "," Wait till we hit the fifteen minute mark :D. And you're most welcome, have a lovely day! ", You're welcome!,0,0.0,79.736328125,-,[Others],[Others]
Assistant: ," Hello, what can I help you with this evening?  "," Hi there, how are you feeling?",3.5018063965685027,13.33333285333335,88.37890625,-,[Question],[Question]
"Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: "," Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  ", Is there something specific that is making you feel this way?,1.913802311271591,7.407406924554216,89.0625,-,[Affirmation and Reassurance],[Question]
"Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: "," Oh yes, less light during the day makes the days seem compacted and suffocating"," I can understand that being an added pressure, but that's no excuse for how you're feeling.",0,0.0,89.453125,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: ", I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram," I'm not a medical professional, but I have found it helpful to talk to a therapist about my feelings.",1.664337831428359,20.40816281216161,93.06640625,-,[Self-disclosure],[Providing Suggestions]
"Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: "," I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  ", The other thing I've found is that there's a lot of great support groups online where you can connect with others going through the same thing.,0.8446742892485336,3.1746026958932445,93.212890625,-,[Self-disclosure],[Providing Suggestions]
"Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  
User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: "," Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  ", You could also get a couple of good books and a blanket and put yourself in bed and try to read and go to bed.  I think that's what my husband does.,7.77713771047819,18.867924028479898,93.75,-,[Providing Suggestions],[Providing Suggestions]
"User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  
User: Time is the fire in which we burn.
Assistant: ", Now that is intractable, I'm glad you're aware of your feelings and that you recognize you need help.,2.344036154692477,11.764705522491361,80.6640625,-,[Others],[Affirmation and Reassurance]
"Assistant: Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  
User: Time is the fire in which we burn.
Assistant: Now that is intractable
User: Lol...yes it is
User: The pandemic heightens all our awareness of time and mortality
Assistant: "," Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. "," It does.  I'm sure you're feeling a lot of pressure, but remember that time goes on, and life goes on.  ",1.9745995205980083,14.634145841760873,93.115234375,-,[Self-disclosure],[Providing Suggestions]
"Assistant: Now that is intractable
User: Lol...yes it is
User: The pandemic heightens all our awareness of time and mortality
Assistant: Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. 
User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: "," Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.", Yeah.  It's a very weird world.  I'm glad you're getting some support.  We all need that sometimes.,1.9559401754003467,15.78947318975071,92.1875,-,[Others],[Affirmation and Reassurance]
"User: The pandemic heightens all our awareness of time and mortality
Assistant: Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. 
User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.
User: Yes i find that a strangly comforting thought 
Assistant: "," ... then you have to wonder, what are fleas thinking?!  ", You sound like a great person to me.  And I don't mean to sound condescending.  But I think you sound like a great person.  And I think you will find a way to make yourself feel better about things.  You're going to be fine.,1.0281451514408317,10.256409875082198,90.380859375,-,[Others],[Affirmation and Reassurance]
"User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.
User: Yes i find that a strangly comforting thought 
Assistant: ... then you have to wonder, what are fleas thinking?!  
User: They have the luxury of instinct without having to ""think"" at all
Assistant: "," God, tell me more, lol", Ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0,0.0,48.779296875,-,[Others],[Others]
"Assistant: ... then you have to wonder, what are fleas thinking?!  
User: They have the luxury of instinct without having to ""think"" at all
Assistant: God, tell me more, lol
User: They just be fleas.
User: Fleas gonna flea.
Assistant: ", Galaxies gonna spiral., :D ,0,0.0,54.052734375,-,[Others],[Others]
"User: They just be fleas.
User: Fleas gonna flea.
Assistant: Galaxies gonna spiral.
User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: "," Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  ", I've lost my mind and I think I have a problem,0.5359924141708194,6.060605638200213,86.376953125,-,[Reflection of feelings],[Self-disclosure]
"User: Fleas gonna flea.
Assistant: Galaxies gonna spiral.
User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  
Assistant: "," It's a very uncertain situation and it's a psychological reality that when we don't have physical or metnal security, it's extremely hard for a human being to progress through stages in life or learn new skill as well or at all", You have to give it a little time and try to get it to be a little better.  It will be better.  I have faith in you.,1.740673580547204,14.545454093223153,92.96875,-,[Providing Suggestions],[Others]
"User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  
Assistant: It's a very uncertain situation and it's a psychological reality that when we don't have physical or metnal security, it's extremely hard for a human being to progress through stages in life or learn new skill as well or at all
User: I guess it's like you said before, we can only change ourselves
Assistant: "," So everyone's plans are canceled for the year, plus no one has any idea when the shit's going to end, so not unlike a dog at the vet, the suffering seems interminable.  "," Yes, we have to change ourselves and be the best we can be.  And then, we'll see if the world has changed enough to support us. ",1.9694797229361718,15.094339131363494,93.5546875,-,[Reflection of feelings],[Providing Suggestions]
"User: I guess it's like you said before, we can only change ourselves
Assistant: So everyone's plans are canceled for the year, plus no one has any idea when the shit's going to end, so not unlike a dog at the vet, the suffering seems interminable.  
User: And focus on our own development
User: True
User: Well thanks for your support and kind words, ending chat now
Assistant: "," Of course, have a great evening!"," It's a good thing that we're all in this together, but we really are all in this together. ",1.8077538151554673,9.090908694214892,84.326171875,-,[Others],[Affirmation and Reassurance]
"User: Hello.

Assistant: "," how are you feeling lately?
"," Hello, how are you?",31.79440883008189,44.44444395061729,89.306640625,-,[Question],[Question]
"User: Hello.

Assistant: how are you feeling lately?

Assistant: "," how are you feeling lately?
", is there something specific you want to talk about?,3.726779962499649,14.285713826530626,84.521484375,-,[Restatement or Paraphrasing],[Question]
"User: Hello.

Assistant: how are you feeling lately?

Assistant: how are you feeling lately?

User: Sad. I don't have any motivation.

Assistant: "," That's really hard. but,i think you can do it."," I see you are feeling sad, is that correct?",3.726779962499649,11.111110611111135,85.498046875,-,[Affirmation and Reassurance],[Restatement or Paraphrasing]
"Assistant: how are you feeling lately?

Assistant: how are you feeling lately?

User: Sad. I don't have any motivation.

Assistant: That's really hard. but,i think you can do it.
User: Yeah. I just was supposed to be something important ya know? 

Assistant: ", It seems that you are really stressed about the situation., I've been in a similar situation too. ,0,11.111110617283973,87.20703125,-,[Reflection of feelings],[Self-disclosure]
"User: Sad. I don't have any motivation.

Assistant: That's really hard. but,i think you can do it.
User: Yeah. I just was supposed to be something important ya know? 

Assistant: It seems that you are really stressed about the situation.
User: Thank you. I am. I just tried so hard for so long to do something meaningful with my life. And now I am coming to terms with having a ""normal"" job and I can't even do that right. 

Assistant: ", i feel the same way.now i understand the reason though.it is because i didn't know what to say to strangers., What about your family?,0,0.0,81.73828125,-,[Self-disclosure],[Question]
"Assistant: It seems that you are really stressed about the situation.
User: Thank you. I am. I just tried so hard for so long to do something meaningful with my life. And now I am coming to terms with having a ""normal"" job and I can't even do that right. 

Assistant: i feel the same way.now i understand the reason though.it is because i didn't know what to say to strangers.
User: Yeah. I mean I know a lot of people struggle the same way. I just need ways to find validation that are not based on my job.

User: But validation doesn't pay the bills.

Assistant: "," some people express themselves in person, some communicate in words.have you tried any different ways?", I understand your situation now. i suggest you to take some time to yourself.,3.086443060625858,14.814814315500705,89.013671875,-,[Providing Suggestions],[Providing Suggestions]
"User: Yeah. I mean I know a lot of people struggle the same way. I just need ways to find validation that are not based on my job.

User: But validation doesn't pay the bills.

Assistant: some people express themselves in person, some communicate in words.have you tried any different ways?
User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: ", no mention., I think you can do it.,0,0.0,69.873046875,-,[Others],[Affirmation and Reassurance]
"User: But validation doesn't pay the bills.

Assistant: some people express themselves in person, some communicate in words.have you tried any different ways?
User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: no mention.
Assistant: ", deep breaths can help people calm down., that's a good idea. you might get some useful insights from them.,0,0.0,87.060546875,-,[Providing Suggestions],[Providing Suggestions]
"User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: no mention.
Assistant: deep breaths can help people calm down.
User: I hadn't thought of that.

Assistant: ", could you try to take few deep breaths?, you are so welcome. I am glad I could help.,4.714045207910317,23.529411266435996,85.25390625,-,[Providing Suggestions],[Affirmation and Reassurance]
"Assistant: no mention.
Assistant: deep breaths can help people calm down.
User: I hadn't thought of that.

Assistant: could you try to take few deep breaths?
User: Yes, I think I will do that.

Assistant: ", happy to hear.," also, think about the fact that you are doing great.",0,0.0,71.923828125,-,[Reflection of feelings],[Providing Suggestions]
"User: I hadn't thought of that.

Assistant: could you try to take few deep breaths?
User: Yes, I think I will do that.

Assistant: happy to hear.
User: I think I will follow your advice and try to take more mindful deep breaths and try to communicate with some other people in different ways. 

Assistant: "," well, thats a good idea to do do.", I am glad to hear that.,4.136895450425726,15.38461488757398,83.935546875,-,[Affirmation and Reassurance],[Affirmation and Reassurance]
"User: Yes, I think I will do that.

Assistant: happy to hear.
User: I think I will follow your advice and try to take more mindful deep breaths and try to communicate with some other people in different ways. 

Assistant: well, thats a good idea to do do.
User: Thank you. You have been very helpful. Enjoy the rest of your day.

Assistant: "," yes, you too.have a great day."," you too, bye",4.749303163563625,19.999999580000008,81.103515625,-,[Others],[Others]
"User: I need support to feel ok during the pandemic
Assistant: "," Hello.
"," Hello there, how are you feeling?",0,24.999999625000004,58.544921875,-,[Others],[Question]
"User: I need support to feel ok during the pandemic
Assistant: Hello.

User: HI there

Assistant: "," What type of things are you worried about during the pandemic?
"," How are you doing today?
",9.524597277019774,24.999999570312507,82.861328125,-,[Question],[Question]
"User: I need support to feel ok during the pandemic
Assistant: Hello.

User: HI there

Assistant: What type of things are you worried about during the pandemic?

User: That I may not find a job soon which is making me depressed

Assistant: "," So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic
"," I understand how that would make you feel. Do you have any idea about the chances of you finding a new job?
",3.289758474798845,21.052631080332425,90.625,-,[Restatement or Paraphrasing],[Question]
"User: HI there

Assistant: What type of things are you worried about during the pandemic?

User: That I may not find a job soon which is making me depressed

Assistant: So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic

User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: "," Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 
", You are working on finding a job and it has been difficult to find one and that is making you anxious?,3.0860669992418384,9.756097061273078,91.357421875,-,[Providing Suggestions],[Restatement or Paraphrasing]
"User: That I may not find a job soon which is making me depressed

Assistant: So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic

User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 

User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: "," After interviews have you been following up to show interest again in the job?
"," If you haven't already, maybe you could try applying to jobs on indeed, or maybe there are some companies that are hiring for temporary jobs. 
",1.825741858350553,11.111110635802488,91.50390625,-,[Providing Suggestions],[Providing Suggestions]
"User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 

User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: After interviews have you been following up to show interest again in the job?

User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: "," Have you networked with any previous co-workers? They might be able to help you find something as well,
"," Have you checked the job postings on LinkedIn? Some of them have a ""to be filled"" option. ",9.902148638286434,17.14285664326532,89.111328125,-,[Providing Suggestions],[Providing Suggestions]
"User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: After interviews have you been following up to show interest again in the job?

User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: Have you networked with any previous co-workers? They might be able to help you find something as well,

User: They all suggest to wait for a few months till things are bit normal. They also advice to keep trying.
Assistant: "," Just from chatting with you for a few I can tell this is making you very anxious/
"," Have you updated your resume and cover letter?
",1.3719070704801006,8.333332888888913,86.23046875,-,[Reflection of feelings],[Providing Suggestions]
"User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: Have you networked with any previous co-workers? They might be able to help you find something as well,

User: They all suggest to wait for a few months till things are bit normal. They also advice to keep trying.
Assistant: Just from chatting with you for a few I can tell this is making you very anxious/

User: Yes it indeed is
Assistant: "," I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 
", I would suggest to take some time to relax and get your mind off of this for a few weeks.,10.28072146079833,23.07692261316569,94.189453125,-,[Self-disclosure],[Providing Suggestions]
"Assistant: Just from chatting with you for a few I can tell this is making you very anxious/

User: Yes it indeed is
Assistant: I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 

User: It is very difficult to stay home doing nothing, it is very upsetting
User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: "," I think painting more would be very helpful!
", I understand that completely. I also am finding it difficult to get through the day. ,2.1821789023599236,8.695651720226866,84.716796875,-,[Others],[Affirmation and Reassurance]
"Assistant: I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 

User: It is very difficult to stay home doing nothing, it is very upsetting
User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: I think painting more would be very helpful!

User: I should try doing that, thanks
Assistant: "," No problem! If you have any other issues just chat in!
"," You are welcome! I hope you can find a new job soon and start feeling better about yourself!
",1.8077538151554673,6.896551253269949,90.13671875,-,[Others],[Others]
"User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: I think painting more would be very helpful!

User: I should try doing that, thanks
Assistant: No problem! If you have any other issues just chat in!

User: No issues other than this at the moment. Have you found a new job?
Assistant: "," I have! I went through hiring agencies and got one. It did take a while, but it was super helpful.
", Yes! I have been in a new job for 3 months now!,1.9984734254066203,12.499999531250019,89.013671875,-,[Self-disclosure],[Affirmation and Reassurance]
