context,target,generated,bleu-2,rouge-l,extrema,ppl
[Turn: 1] Assistant: ," Hi there, what is life like for you right now?", Hello!,0,0.0,54.1015625,5.865772247314453
"[Turn: 2] Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: ", So you're worried about your studies? I will try to help if I can. Please tell me all you can. , I am sorry to hear that. Do you have any hobbies?,2.304265067206957,19.999999535555567,91.455078125,5.954484939575195
"[Turn: 3] Assistant: Hi there, what is life like for you right now?
User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: ", Are you finding that things are being made difficult because of the pandemic?, Oh I see. It sounds like you are trying to find a job and make some money for yourself to go to school. I can understand that. ,1.6878989451394437,15.789473234072036,88.671875,11.867233276367188
"[Turn: 4] User: Pretty stressful. I'm a little bit anxious about school.
Assistant: So you're worried about your studies? I will try to help if I can. Please tell me all you can. 
User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: ", I hear you. I think we're all really suffering at the moment. Are you getting any support?, It sounds like you are very anxious. ,1.1693773197286033,8.695651720226866,87.59765625,7.706518650054932
"[Turn: 5] User: Thank you. I am finishing up my third year in college so I have some career decisions to make. I'm also trying to find a job for this summer related to what I want to study.
Assistant: Are you finding that things are being made difficult because of the pandemic?
User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: ", What sort of thing do you want to go into when your studies are over?, I am glad you're not alone. Do you have any family at home with you?,2.1821789023599236,6.666666166666705,87.060546875,5.678597927093506
"[Turn: 6] User: Yes. Most of my classes are online. I really miss my friends and family.
Assistant: I hear you. I think we're all really suffering at the moment. Are you getting any support?
User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: ", That is a really worth profession. Have you thought of doing some volunteer work before you graduate?, That sounds like a great choice. Have you thought of any online resources for that?,25.622451176898668,38.70967691987514,94.43359375,8.159530639648438
"[Turn: 7] User: I do live with three of my friends so it's nice to have their support. I'm glad I'm not alone

Assistant: What sort of thing do you want to go into when your studies are over?
User: I'm studying psychology, I want to become a therapist or social worker
Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: ", That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?, That sounds like a great idea. That is a great way to support yourself and your friends. ,8.803106837906437,17.64705833044984,90.966796875,10.022733688354492
"[Turn: 8] Assistant: That is a really worth profession. Have you thought of doing some volunteer work before you graduate?
User: Yes! I am trying to get a job at a suicide hotline for the summer
Assistant: That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?
User: I know I'm up to it, but this week I've been having a hard time

User: Just struggling to stay motivated in school

Assistant: ", Don't put yourself under too much pressure if you are suffering yourself. , Do you have anyone in your family that you can talk to?,2.752409412815903,8.69565167485825,86.42578125,17.081907272338867
"[Turn: 9] Assistant: That is an awesome thing to do though it could be very mentally draining. Do you feel up to it?
User: I know I'm up to it, but this week I've been having a hard time

User: Just struggling to stay motivated in school

Assistant: Don't put yourself under too much pressure if you are suffering yourself. 
User: I try not to. Sometimes it's hard to put myself first

Assistant: ", I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. , I see. Do you have anyone you can talk to about this? ,1.9062084337029666,18.18181773737375,91.064453125,10.956209182739258
"[Turn: 10] User: Just struggling to stay motivated in school

Assistant: Don't put yourself under too much pressure if you are suffering yourself. 
User: I try not to. Sometimes it's hard to put myself first

Assistant: I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. 
User: It's good to hear I'm not alone in feeling this way

Assistant: ", Is there anything else you'd like to tell me about how you're feeling right now?, You are not alone. I'm glad to hear you are feeling a little more relaxed now. ,2.8867513459481287,12.903225306971924,90.185546875,3.690645456314087
"[Turn: 11] User: I try not to. Sometimes it's hard to put myself first

Assistant: I think a lot of people who work helping other people have that sort of problem - it's too easy to neglect yourself. 
User: It's good to hear I'm not alone in feeling this way

Assistant: Is there anything else you'd like to tell me about how you're feeling right now?
User: I got a job offer today, I'm very proud of myself!
Assistant: ", That sounds wonderful - is it the sort of job you were really looking for?, That's great to hear. Do you know if it's a permanent job?,2.1435786060341306,7.407406913580279,89.35546875,4.159701347351074
"[Turn: 12] User: It's good to hear I'm not alone in feeling this way

Assistant: Is there anything else you'd like to tell me about how you're feeling right now?
User: I got a job offer today, I'm very proud of myself!
Assistant: That sounds wonderful - is it the sort of job you were really looking for?
User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: ", Don't over extend yourself though. Make sure to give yourself plenty of you time. , It sounds like you've been looking for a job for a while and it's great that you found one. I'm glad to hear that!,1.9034674690672018,11.111110635802488,90.380859375,28.755870819091797
"[Turn: 13] User: I got a job offer today, I'm very proud of myself!
Assistant: That sounds wonderful - is it the sort of job you were really looking for?
User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: "," Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. ", It's good that you are working to help others though. You are a great person. ,2.074313008176105,20.51282003944774,92.87109375,9.405845642089844
"[Turn: 14] User: Sort of. It's an opportunity to work for one of my favorite professors over the summer. I'm still going to work on that suicide hotline job as well

Assistant: Don't over extend yourself though. Make sure to give yourself plenty of you time. 
User: That's a good point. I struggle with that.

Assistant: Maybe set aside a few hours each week where you do something just for you, even if someone else claims that they need you. 
User: I will try that! Okay, thank you so much for your advice. I'm going to log off now. This has been very helpful.
Assistant: "," Wait till we hit the fifteen minute mark :D. And you're most welcome, have a lovely day! ", I'm glad I could help. I hope you can work out your problems in the future.,1.917568884665115,6.249999501953165,92.041015625,11.749239921569824
[Turn: 1] Assistant: ," Hello, what can I help you with this evening?  "," Hello, how are you doing today?",4.952302098832033,26.66666618666667,89.55078125,4.8634352684021
"[Turn: 2] Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: "," Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  ", That can be very difficult.  Have you spoken to anyone about this?,2.7890943437018376,14.285713795918387,91.845703125,5.059516906738281
"[Turn: 3] Assistant: Hello, what can I help you with this evening?  
User: I am feeling very depressed lately.
User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: "," Oh yes, less light during the day makes the days seem compacted and suffocating", I'm glad to hear you're talking about it.  Do you have anyone you can talk to about it?,0,0.0,86.474609375,31.07951545715332
"[Turn: 4] User: Like a constant pressure that i don't know exactly what it is
Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: ", I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram," I've had a tendency to just take it day by day and not worry too much about the long term, I find that helps me stay balanced.",1.9452359187166768,17.241378815695615,94.482421875,18.417863845825195
"[Turn: 5] Assistant: Depression is extremely rough to deal with, I'm very sorry to hear you're going through that.  
User: I think the days getting shorter makes it worse.
Assistant: Oh yes, less light during the day makes the days seem compacted and suffocating
User: Do you have any tips on how to overcome it?
Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: "," I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  ", I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram,11.310775919416058,22.857142360816336,95.947265625,18.277292251586914
"[Turn: 6] Assistant: I believe there are special lamps that you could get to help.  I personally have been trying to get up a little earlier in the morning and enjoy my coffee with the sunrise and a scroll through Instagram
Assistant: I also already have to schedule and routinize my day because I work and go to school from home, so I make sure to give myself breaks where I literally must get up and leave my desk, be in another room for a little while.  
User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: "," Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  "," That's good, I am glad you are interested in that.  ",0.7050732327002257,10.52631537811636,92.1875,8.381473541259766
"[Turn: 7] User: Yes, i like to be up to enjoy the mornings but i am also hard to get woken up
User: I like to stay up, but when it's time to get up i dread it
User: Bad cycle 
Assistant: Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  
User: Time is the fire in which we burn.
Assistant: ", Now that is intractable, I've heard that it's really good to take a few deep breaths.  It helps to clear the mind and refresh the body.,1.4712247158412497,8.333333055555565,83.984375,275.2788391113281
"[Turn: 8] Assistant: Sure, that's understandable.  There are opportunities throughout the day to get a little more vitamin D, you just have to make sure to give yourself time to enjoy them.  
User: Time is the fire in which we burn.
Assistant: Now that is intractable
User: Lol...yes it is
User: The pandemic heightens all our awareness of time and mortality
Assistant: "," Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. ", It definitely has.  I'm feeling like I have a lot more time than I do.  ,1.280167003364,11.11111062500002,90.4296875,40.11678695678711
"[Turn: 9] Assistant: Now that is intractable
User: Lol...yes it is
User: The pandemic heightens all our awareness of time and mortality
Assistant: Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. 
User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: "," Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.", I wonder if you could try to find a hobby to occupy yourself while you are in lock down?,2.0490112560187432,15.78947318975071,91.064453125,42.94854736328125
"[Turn: 10] User: The pandemic heightens all our awareness of time and mortality
Assistant: Sometimes, to me, the enormity of the universe is calming to my anxiety.  Being assured that I mean absolutely nothing is nice sometimes. 
User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.
User: Yes i find that a strangly comforting thought 
Assistant: "," ... then you have to wonder, what are fleas thinking?!  ", That's a good thing.  It's comforting to know that we are not the cause of the world's ending.  We can't be. ,2.1821789023599236,19.354838272632684,87.158203125,70.7092514038086
"[Turn: 11] User: And drives the civil unrest which makes me feel anxious and insecure
Assistant: Not in a scary, better-off-dead kind of way, but in the way that a galaxy is a slow moving explosion.  I'm a flea to the universe.
User: Yes i find that a strangly comforting thought 
Assistant: ... then you have to wonder, what are fleas thinking?!  
User: They have the luxury of instinct without having to ""think"" at all
Assistant: "," God, tell me more, lol", You mean you're not able to think?  You mean you don't have to think at all?,0,0.0,78.955078125,78.42371368408203
"[Turn: 12] Assistant: ... then you have to wonder, what are fleas thinking?!  
User: They have the luxury of instinct without having to ""think"" at all
Assistant: God, tell me more, lol
User: They just be fleas.
User: Fleas gonna flea.
Assistant: ", Galaxies gonna spiral., Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0,0.0,44.7998046875,1195.7315673828125
"[Turn: 13] User: They just be fleas.
User: Fleas gonna flea.
Assistant: Galaxies gonna spiral.
User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: "," Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  ", What about the people at large? What about them?,0.3613931867612246,6.6666663088889075,86.71875,34.945228576660156
"[Turn: 14] User: Fleas gonna flea.
Assistant: Galaxies gonna spiral.
User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  
Assistant: "," It's a very uncertain situation and it's a psychological reality that when we don't have physical or metnal security, it's extremely hard for a human being to progress through stages in life or learn new skill as well or at all"," I have had my fair share of depression.  It was hard to deal with at the time.  It is easy to look back and say,  I wish I had done this or that.  But it doesn't help. ",1.9049025272026097,14.4927531241336,94.04296875,43.55496597290039
"[Turn: 15] User: I worry too that the U.S. government has no idea what it's doing
User: And the people at large are all losing their mental health 
Assistant: Yeah they have kicked the can down to local governments, local governments kick the can down to the citizens.  It's absurd. No on wants to take responsibility for taking responsibility.  
Assistant: It's a very uncertain situation and it's a psychological reality that when we don't have physical or metnal security, it's extremely hard for a human being to progress through stages in life or learn new skill as well or at all
User: I guess it's like you said before, we can only change ourselves
Assistant: "," So everyone's plans are canceled for the year, plus no one has any idea when the shit's going to end, so not unlike a dog at the vet, the suffering seems interminable.  "," You could look at it as a chance to do what you want to do, to be the best version of yourself.  It's a chance to learn new things, to grow, to improve, to change.  And you don't have to do it alone.",1.488233659121359,13.11475359849505,94.04296875,47.64970016479492
"[Turn: 16] User: I guess it's like you said before, we can only change ourselves
Assistant: So everyone's plans are canceled for the year, plus no one has any idea when the shit's going to end, so not unlike a dog at the vet, the suffering seems interminable.  
User: And focus on our own development
User: True
User: Well thanks for your support and kind words, ending chat now
Assistant: "," Of course, have a great evening!", It's a great place to be.  I'm glad you're feeling better.  And I hope you find a way to be happier with the time you have.,5.547001962252292,14.285713948979604,87.01171875,8.470393180847168
"[Turn: 1] User: Hello.

Assistant: "," how are you feeling lately?
"," Hello, how are you doing?",54.77225575051662,59.999999500000015,89.2578125,11.466475486755371
"[Turn: 2] User: Hello.

Assistant: how are you feeling lately?

Assistant: "," how are you feeling lately?
"," Have you been having a hard time?
",4.8795003647426665,16.66666618055557,84.423828125,2.095564842224121
"[Turn: 3] User: Hello.

Assistant: how are you feeling lately?

Assistant: how are you feeling lately?

User: Sad. I don't have any motivation.

Assistant: "," That's really hard. but,i think you can do it."," I understand how you feel, I have had similar feelings before. Do you have a specific reason for feeling this way?
",1.543033499620919,7.407406962962989,89.599609375,13.6735258102417
"[Turn: 4] Assistant: how are you feeling lately?

Assistant: how are you feeling lately?

User: Sad. I don't have any motivation.

Assistant: That's really hard. but,i think you can do it.
User: Yeah. I just was supposed to be something important ya know? 

Assistant: ", It seems that you are really stressed about the situation., I know it's hard to feel that way. You are doing great!,3.892494720807617,18.181817685950424,90.185546875,6.474125385284424
"[Turn: 5] User: Sad. I don't have any motivation.

Assistant: That's really hard. but,i think you can do it.
User: Yeah. I just was supposed to be something important ya know? 

Assistant: It seems that you are really stressed about the situation.
User: Thank you. I am. I just tried so hard for so long to do something meaningful with my life. And now I am coming to terms with having a ""normal"" job and I can't even do that right. 

Assistant: ", i feel the same way.now i understand the reason though.it is because i didn't know what to say to strangers., I understand how you feel. i had a similar situation when i was in my early 20s. i didn't feel like doing anything meaningful.,10.425720702853738,20.512820015779106,93.45703125,54.27463150024414
"[Turn: 6] Assistant: It seems that you are really stressed about the situation.
User: Thank you. I am. I just tried so hard for so long to do something meaningful with my life. And now I am coming to terms with having a ""normal"" job and I can't even do that right. 

Assistant: i feel the same way.now i understand the reason though.it is because i didn't know what to say to strangers.
User: Yeah. I mean I know a lot of people struggle the same way. I just need ways to find validation that are not based on my job.

User: But validation doesn't pay the bills.

Assistant: "," some people express themselves in person, some communicate in words.have you tried any different ways?", you are right. i also don't know what to say to people. i just want to say good luck to them and be glad they were able to find a job.,1.0369516947304258,10.25640979618674,90.283203125,42.35565185546875
"[Turn: 7] User: Yeah. I mean I know a lot of people struggle the same way. I just need ways to find validation that are not based on my job.

User: But validation doesn't pay the bills.

Assistant: some people express themselves in person, some communicate in words.have you tried any different ways?
User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: ", no mention., maybe you can join some online forums,0,0.0,62.5,93.32740020751953
"[Turn: 8] User: But validation doesn't pay the bills.

Assistant: some people express themselves in person, some communicate in words.have you tried any different ways?
User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: no mention.
Assistant: ", deep breaths can help people calm down., you are welcome. i am glad i could help.,0,13.333332835555575,87.060546875,12.900994300842285
"[Turn: 9] User: No, I will try that. Thank you for your advice.

User: I think that talking it out with some other people who are not family will be helpful as well. 

Assistant: no mention.
Assistant: deep breaths can help people calm down.
User: I hadn't thought of that.

Assistant: ", could you try to take few deep breaths?, I hope you get through this.,4.136895450425726,14.285713795918387,81.8359375,9.986712455749512
"[Turn: 10] Assistant: no mention.
Assistant: deep breaths can help people calm down.
User: I hadn't thought of that.

Assistant: could you try to take few deep breaths?
User: Yes, I think I will do that.

Assistant: ", happy to hear., that will help you to get through this.,4.225771273642583,18.181817785123975,76.85546875,16.50470733642578
"[Turn: 11] User: I hadn't thought of that.

Assistant: could you try to take few deep breaths?
User: Yes, I think I will do that.

Assistant: happy to hear.
User: I think I will follow your advice and try to take more mindful deep breaths and try to communicate with some other people in different ways. 

Assistant: "," well, thats a good idea to do do.", i think you will do great.,4.136895450425726,15.38461488757398,82.421875,19.015262603759766
"[Turn: 12] User: Yes, I think I will do that.

Assistant: happy to hear.
User: I think I will follow your advice and try to take more mindful deep breaths and try to communicate with some other people in different ways. 

Assistant: well, thats a good idea to do do.
User: Thank you. You have been very helpful. Enjoy the rest of your day.

Assistant: "," yes, you too.have a great day.", you too!,3.0261889307125376,22.222221876543212,77.83203125,12.335304260253906
"[Turn: 1] User: I need support to feel ok during the pandemic
Assistant: "," Hello.
"," Hello there, I am happy to help.",0,22.222221876543212,61.23046875,23.76698112487793
"[Turn: 2] User: I need support to feel ok during the pandemic
Assistant: Hello.

User: HI there

Assistant: "," What type of things are you worried about during the pandemic?
", I am sorry to hear that.  Have you considered seeking professional help? ,2.752409412815903,8.69565167485825,84.619140625,4.480144500732422
"[Turn: 3] User: I need support to feel ok during the pandemic
Assistant: Hello.

User: HI there

Assistant: What type of things are you worried about during the pandemic?

User: That I may not find a job soon which is making me depressed

Assistant: "," So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic
"," Have you looked into ways to find a job?
",1.7349993853817025,14.814814370370383,90.13671875,5.210866928100586
"[Turn: 4] User: HI there

Assistant: What type of things are you worried about during the pandemic?

User: That I may not find a job soon which is making me depressed

Assistant: So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic

User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: "," Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 
"," Is this something that you have seen happen to others?  Do you think it is something that you may just have to deal with for the time being?
",1.1501092655705905,4.651162290968145,92.08984375,10.574075698852539
"[Turn: 5] User: That I may not find a job soon which is making me depressed

Assistant: So just to make sure I understand, you are anxious about possibly loosing your job due to the pandemic

User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 

User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: "," After interviews have you been following up to show interest again in the job?
"," Yeah, that can make it really difficult to find a job, especially if you are not a recent graduate. 
",2.4182541670333726,6.060605572084521,91.11328125,31.25848960876465
"[Turn: 6] User: I am not working at the moment, I am looking for a job but it has been really difficult to find one
Assistant: Have you looked into a hiring agency? They are great at helping find people jobs, especially in these hard times. 

User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: After interviews have you been following up to show interest again in the job?

User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: "," Have you networked with any previous co-workers? They might be able to help you find something as well,
"," That is a great start. 
",0,0.0,80.859375,8.386368751525879
"[Turn: 7] User: I have but seems like there are no entry level jobs currently and also some employers have ceased hiring
Assistant: After interviews have you been following up to show interest again in the job?

User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: Have you networked with any previous co-workers? They might be able to help you find something as well,

User: They all suggest to wait for a few months till things are bit normal. They also advice to keep trying.
Assistant: "," Just from chatting with you for a few I can tell this is making you very anxious/
", I would say that waiting is the best thing to do until things get better. I have heard that many companies are hiring now and they want to get people back on board soon. ,1.335114674586382,8.510637848800386,91.2109375,13.895620346069336
"[Turn: 8] User: Yes I have emailed every employer where I was interviewed. Also I follow up with every hiring agency I have signed up to.
Assistant: Have you networked with any previous co-workers? They might be able to help you find something as well,

User: They all suggest to wait for a few months till things are bit normal. They also advice to keep trying.
Assistant: Just from chatting with you for a few I can tell this is making you very anxious/

User: Yes it indeed is
Assistant: "," I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 
", Have you ever tried getting a dog? It has been proven to reduce anxiety in many people.,1.1519535280957613,7.999999551200027,92.138671875,9.269822120666504
"[Turn: 9] Assistant: Just from chatting with you for a few I can tell this is making you very anxious/

User: Yes it indeed is
Assistant: I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 

User: It is very difficult to stay home doing nothing, it is very upsetting
User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: "," I think painting more would be very helpful!
"," That sounds like a good hobby to take up. I love to do that. 
",2.344036154692477,9.090908628099196,85.498046875,33.33401870727539
"[Turn: 10] Assistant: I have also been worried recently about finding another job because of the pandemic, but I found that getting back into my hobbies has helped keep me distracted and get my mind off of it. 

User: It is very difficult to stay home doing nothing, it is very upsetting
User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: I think painting more would be very helpful!

User: I should try doing that, thanks
Assistant: "," No problem! If you have any other issues just chat in!
"," I am glad I was able to be helpful!
",0,0.0,86.42578125,16.63038444519043
"[Turn: 11] User: I have started to paint which I have always enjoyed doing but again when I see others close me work and settled it makes me feel sad that I don't have a job
Assistant: I think painting more would be very helpful!

User: I should try doing that, thanks
Assistant: No problem! If you have any other issues just chat in!

User: No issues other than this at the moment. Have you found a new job?
Assistant: "," I have! I went through hiring agencies and got one. It did take a while, but it was super helpful.
"," I've been looking for a new job, but I'm not in a hurry. I think you should try to get a new job too!",2.331262020600785,14.634145841760873,92.529296875,12.317146301269531
